m,n,k,b,p,q,algo,lookahead,gflops
512,512,512,128,1,4,p2p-i-la,1,10.025975
512,512,512,128,1,4,p2p-i-la,1,9.847229
512,512,512,128,1,4,p2p-i-la,2,7.029498
512,512,512,128,1,4,p2p-i-la,2,12.771086
512,512,512,128,1,4,p2p-i-la,2,9.299042
512,512,512,128,1,4,p2p-i-la,2,19.235791
512,512,512,128,1,4,p2p-i-la,2,18.958646
512,512,512,128,1,4,p2p-i-la,3,8.188751
512,512,512,128,1,4,p2p-i-la,3,8.901561
512,512,512,128,1,4,p2p-i-la,3,9.238873
512,512,512,128,1,4,p2p-i-la,3,4.527500
512,512,512,128,1,4,p2p-i-la,3,5.995744
512,512,512,128,1,4,p2p-i-la,4,6.928797
512,512,512,128,1,4,p2p-i-la,4,11.202080
512,512,512,128,1,4,p2p-i-la,4,10.523167
512,512,512,128,1,4,p2p-i-la,4,16.177633
512,512,512,128,1,4,p2p-i-la,4,16.765690
1024,1024,1024,128,1,4,p2p,4,12.581265
1024,1024,1024,128,1,4,p2p,4,14.085369
1024,1024,1024,128,1,4,p2p,4,18.132477
1024,1024,1024,128,1,4,p2p,4,20.245718
1024,1024,1024,128,1,4,p2p,4,20.636777
1024,1024,1024,128,1,4,bcast,4,13.424374
1024,1024,1024,128,1,4,bcast,4,16.535768
1024,1024,1024,128,1,4,bcast,4,16.316034
1024,1024,1024,128,1,4,bcast,4,20.302950
1024,1024,1024,128,1,4,bcast,4,18.492066
1024,1024,1024,128,1,4,p2p-i-la,1,7.934630
1024,1024,1024,128,1,4,p2p-i-la,1,19.248549
1024,1024,1024,128,1,4,p2p-i-la,1,18.574920
1024,1024,1024,128,1,4,p2p-i-la,1,18.949945
1024,1024,1024,128,1,4,p2p-i-la,1,17.015431
1024,1024,1024,128,1,4,p2p-i-la,2,15.679870
1024,1024,1024,128,1,4,p2p-i-la,2,17.509467
1024,1024,1024,128,1,4,p2p-i-la,2,15.959301
1024,1024,1024,128,1,4,p2p-i-la,2,14.396795
1024,1024,1024,128,1,4,p2p-i-la,2,13.217724
1024,1024,1024,128,1,4,p2p-i-la,3,10.989968
1024,1024,1024,128,1,4,p2p-i-la,3,18.410896
1024,1024,1024,128,1,4,p2p-i-la,3,21.244335
1024,1024,1024,128,1,4,p2p-i-la,3,20.438599
1024,1024,1024,128,1,4,p2p-i-la,3,18.587139
1024,1024,1024,128,1,4,p2p-i-la,4,11.858654
1024,1024,1024,128,1,4,p2p-i-la,4,10.968805
1024,1024,1024,128,1,4,p2p-i-la,4,22.222628
1024,1024,1024,128,1,4,p2p-i-la,4,20.685478
1024,1024,1024,128,1,4,p2p-i-la,4,20.397250
1024,1024,1024,128,1,4,p2p-i-la,5,8.603321
1024,1024,1024,128,1,4,p2p-i-la,5,18.759739
1024,1024,1024,128,1,4,p2p-i-la,5,16.864570
1024,1024,1024,128,1,4,p2p-i-la,5,19.266336
1024,1024,1024,128,1,4,p2p-i-la,5,19.579358
1024,1024,1024,128,1,4,p2p-i-la,6,11.590915
1024,1024,1024,128,1,4,p2p-i-la,6,11.386687
1024,1024,1024,128,1,4,p2p-i-la,6,18.707444
1024,1024,1024,128,1,4,p2p-i-la,6,21.141019
1024,1024,1024,128,1,4,p2p-i-la,6,20.846118
1024,1024,1024,128,1,4,p2p-i-la,7,12.621491
1024,1024,1024,128,1,4,p2p-i-la,7,19.723036
1024,1024,1024,128,1,4,p2p-i-la,7,13.310382
1024,1024,1024,128,1,4,p2p-i-la,7,11.461865
1024,1024,1024,128,1,4,p2p-i-la,7,8.965032
1024,1024,1024,128,1,4,p2p-i-la,8,14.952123
1024,1024,1024,128,1,4,p2p-i-la,8,16.665505
1024,1024,1024,128,1,4,p2p-i-la,8,12.902759
1024,1024,1024,128,1,4,p2p-i-la,8,20.300839
1024,1024,1024,128,1,4,p2p-i-la,8,20.590870
1536,1536,1536,128,1,4,p2p,8,13.424757
1536,1536,1536,128,1,4,p2p,8,11.787712
1536,1536,1536,128,1,4,p2p,8,19.122108
1536,1536,1536,128,1,4,p2p,8,18.185270
1536,1536,1536,128,1,4,p2p,8,11.787521
1536,1536,1536,128,1,4,bcast,8,17.202336
1536,1536,1536,128,1,4,bcast,8,18.427361
1536,1536,1536,128,1,4,bcast,8,17.221629
1536,1536,1536,128,1,4,bcast,8,18.695978
1536,1536,1536,128,1,4,bcast,8,17.929165
1536,1536,1536,128,1,4,p2p-i-la,1,14.683374
1536,1536,1536,128,1,4,p2p-i-la,1,16.982381
1536,1536,1536,128,1,4,p2p-i-la,1,18.562432
1536,1536,1536,128,1,4,p2p-i-la,1,17.018428
1536,1536,1536,128,1,4,p2p-i-la,1,20.476263
1536,1536,1536,128,1,4,p2p-i-la,2,16.339528
1536,1536,1536,128,1,4,p2p-i-la,2,13.575147
1536,1536,1536,128,1,4,p2p-i-la,2,19.863345
1536,1536,1536,128,1,4,p2p-i-la,2,20.832756
1536,1536,1536,128,1,4,p2p-i-la,2,19.435622
1536,1536,1536,128,1,4,p2p-i-la,3,13.806093
1536,1536,1536,128,1,4,p2p-i-la,3,20.363674
1536,1536,1536,128,1,4,p2p-i-la,3,16.968465
1536,1536,1536,128,1,4,p2p-i-la,3,19.185787
1536,1536,1536,128,1,4,p2p-i-la,3,21.178401
1536,1536,1536,128,1,4,p2p-i-la,4,11.029714
1536,1536,1536,128,1,4,p2p-i-la,4,18.037638
1536,1536,1536,128,1,4,p2p-i-la,4,19.526681
1536,1536,1536,128,1,4,p2p-i-la,4,16.439484
1536,1536,1536,128,1,4,p2p-i-la,4,20.866163
1536,1536,1536,128,1,4,p2p-i-la,5,12.679394
1536,1536,1536,128,1,4,p2p-i-la,5,9.979769
1536,1536,1536,128,1,4,p2p-i-la,5,17.916755
1536,1536,1536,128,1,4,p2p-i-la,5,12.863064
1536,1536,1536,128,1,4,p2p-i-la,5,13.891938
1536,1536,1536,128,1,4,p2p-i-la,6,15.769775
1536,1536,1536,128,1,4,p2p-i-la,6,12.579047
1536,1536,1536,128,1,4,p2p-i-la,6,11.230599
1536,1536,1536,128,1,4,p2p-i-la,6,17.084983
1536,1536,1536,128,1,4,p2p-i-la,6,20.343211
1536,1536,1536,128,1,4,p2p-i-la,7,14.746200
1536,1536,1536,128,1,4,p2p-i-la,7,18.373732
1536,1536,1536,128,1,4,p2p-i-la,7,19.204545
1536,1536,1536,128,1,4,p2p-i-la,7,18.997605
1536,1536,1536,128,1,4,p2p-i-la,7,18.894000
1536,1536,1536,128,1,4,p2p-i-la,8,11.162555
1536,1536,1536,128,1,4,p2p-i-la,8,20.495602
1536,1536,1536,128,1,4,p2p-i-la,8,22.053050
1536,1536,1536,128,1,4,p2p-i-la,8,17.182517
1536,1536,1536,128,1,4,p2p-i-la,8,21.620059
1536,1536,1536,128,1,4,p2p-i-la,9,11.182412
1536,1536,1536,128,1,4,p2p-i-la,9,21.250120
1536,1536,1536,128,1,4,p2p-i-la,9,14.276062
1536,1536,1536,128,1,4,p2p-i-la,9,17.259893
1536,1536,1536,128,1,4,p2p-i-la,9,21.021641
1536,1536,1536,128,1,4,p2p-i-la,10,11.535211
1536,1536,1536,128,1,4,p2p-i-la,10,17.143054
1536,1536,1536,128,1,4,p2p-i-la,10,18.897350
1536,1536,1536,128,1,4,p2p-i-la,10,17.199643
1536,1536,1536,128,1,4,p2p-i-la,10,17.339963
1536,1536,1536,128,1,4,p2p-i-la,11,10.780588
1536,1536,1536,128,1,4,p2p-i-la,11,13.365736
1536,1536,1536,128,1,4,p2p-i-la,11,15.354930
1536,1536,1536,128,1,4,p2p-i-la,11,17.444719
1536,1536,1536,128,1,4,p2p-i-la,11,18.785139
1536,1536,1536,128,1,4,p2p-i-la,12,17.144270
1536,1536,1536,128,1,4,p2p-i-la,12,18.844433
1536,1536,1536,128,1,4,p2p-i-la,12,19.033326
1536,1536,1536,128,1,4,p2p-i-la,12,19.978327
1536,1536,1536,128,1,4,p2p-i-la,12,20.400644
1024,1024,1024,256,1,4,p2p,12,21.740946
1024,1024,1024,256,1,4,p2p,12,21.774894
1024,1024,1024,256,1,4,p2p,12,27.928935
1024,1024,1024,256,1,4,p2p,12,24.273855
1024,1024,1024,256,1,4,p2p,12,27.465291
1024,1024,1024,256,1,4,bcast,12,24.049047
1024,1024,1024,256,1,4,bcast,12,15.094424
1024,1024,1024,256,1,4,bcast,12,16.306493
1024,1024,1024,256,1,4,bcast,12,26.953719
1024,1024,1024,256,1,4,bcast,12,24.730908
1024,1024,1024,256,1,4,p2p-i-la,1,16.155603
1024,1024,1024,256,1,4,p2p-i-la,1,12.594916
1024,1024,1024,256,1,4,p2p-i-la,1,15.563506
1024,1024,1024,256,1,4,p2p-i-la,1,19.391071
1024,1024,1024,256,1,4,p2p-i-la,1,34.167853
1024,1024,1024,256,1,4,p2p-i-la,2,18.939249
1024,1024,1024,256,1,4,p2p-i-la,2,29.611479
1024,1024,1024,256,1,4,p2p-i-la,2,15.655294
1024,1024,1024,256,1,4,p2p-i-la,2,18.551332
1024,1024,1024,256,1,4,p2p-i-la,2,26.935800
1024,1024,1024,256,1,4,p2p-i-la,3,18.844683
1024,1024,1024,256,1,4,p2p-i-la,3,16.622934
1024,1024,1024,256,1,4,p2p-i-la,3,16.012375
1024,1024,1024,256,1,4,p2p-i-la,3,16.293380
1024,1024,1024,256,1,4,p2p-i-la,3,27.960571
1024,1024,1024,256,1,4,p2p-i-la,4,15.065938
1024,1024,1024,256,1,4,p2p-i-la,4,18.274435
1024,1024,1024,256,1,4,p2p-i-la,4,23.649138
1024,1024,1024,256,1,4,p2p-i-la,4,31.681745
1024,1024,1024,256,1,4,p2p-i-la,4,23.556784
2048,2048,2048,256,1,4,p2p,4,18.843423
2048,2048,2048,256,1,4,p2p,4,32.636158
2048,2048,2048,256,1,4,p2p,4,17.027051
2048,2048,2048,256,1,4,p2p,4,17.219768
2048,2048,2048,256,1,4,p2p,4,15.436751
2048,2048,2048,256,1,4,bcast,4,16.828194
2048,2048,2048,256,1,4,bcast,4,20.546593
2048,2048,2048,256,1,4,bcast,4,24.709139
2048,2048,2048,256,1,4,bcast,4,32.533503
2048,2048,2048,256,1,4,bcast,4,24.163681
2048,2048,2048,256,1,4,p2p-i-la,1,14.737535
2048,2048,2048,256,1,4,p2p-i-la,1,20.619166
2048,2048,2048,256,1,4,p2p-i-la,1,26.388346
2048,2048,2048,256,1,4,p2p-i-la,1,25.812692
2048,2048,2048,256,1,4,p2p-i-la,1,25.941549
2048,2048,2048,256,1,4,p2p-i-la,2,19.692200
2048,2048,2048,256,1,4,p2p-i-la,2,18.691670
2048,2048,2048,256,1,4,p2p-i-la,2,22.350734
2048,2048,2048,256,1,4,p2p-i-la,2,26.580933
2048,2048,2048,256,1,4,p2p-i-la,2,35.662710
2048,2048,2048,256,1,4,p2p-i-la,3,20.967272
2048,2048,2048,256,1,4,p2p-i-la,3,22.873615
2048,2048,2048,256,1,4,p2p-i-la,3,24.897135
2048,2048,2048,256,1,4,p2p-i-la,3,27.161419
2048,2048,2048,256,1,4,p2p-i-la,3,25.349172
2048,2048,2048,256,1,4,p2p-i-la,4,16.452976
2048,2048,2048,256,1,4,p2p-i-la,4,17.348076
2048,2048,2048,256,1,4,p2p-i-la,4,23.349034
2048,2048,2048,256,1,4,p2p-i-la,4,17.983422
2048,2048,2048,256,1,4,p2p-i-la,4,22.506771
2048,2048,2048,256,1,4,p2p-i-la,5,19.988353
2048,2048,2048,256,1,4,p2p-i-la,5,23.056327
2048,2048,2048,256,1,4,p2p-i-la,5,35.987677
2048,2048,2048,256,1,4,p2p-i-la,5,18.537300
2048,2048,2048,256,1,4,p2p-i-la,5,21.723517
2048,2048,2048,256,1,4,p2p-i-la,6,18.957076
2048,2048,2048,256,1,4,p2p-i-la,6,26.084527
2048,2048,2048,256,1,4,p2p-i-la,6,17.479361
2048,2048,2048,256,1,4,p2p-i-la,6,35.552305
2048,2048,2048,256,1,4,p2p-i-la,6,20.148889
2048,2048,2048,256,1,4,p2p-i-la,7,18.702842
2048,2048,2048,256,1,4,p2p-i-la,7,15.598678
2048,2048,2048,256,1,4,p2p-i-la,7,22.259021
2048,2048,2048,256,1,4,p2p-i-la,7,19.473011
2048,2048,2048,256,1,4,p2p-i-la,7,17.841170
2048,2048,2048,256,1,4,p2p-i-la,8,17.318033
2048,2048,2048,256,1,4,p2p-i-la,8,18.503897
2048,2048,2048,256,1,4,p2p-i-la,8,29.463040
2048,2048,2048,256,1,4,p2p-i-la,8,17.499016
2048,2048,2048,256,1,4,p2p-i-la,8,20.282863
3072,3072,3072,256,1,4,p2p,8,22.860856
3072,3072,3072,256,1,4,p2p,8,32.168969
3072,3072,3072,256,1,4,p2p,8,19.788895
3072,3072,3072,256,1,4,p2p,8,22.930053
3072,3072,3072,256,1,4,p2p,8,27.870081
3072,3072,3072,256,1,4,bcast,8,25.533141
3072,3072,3072,256,1,4,bcast,8,25.458084
3072,3072,3072,256,1,4,bcast,8,22.269656
3072,3072,3072,256,1,4,bcast,8,28.378271
3072,3072,3072,256,1,4,bcast,8,19.652224
3072,3072,3072,256,1,4,p2p-i-la,1,24.798561
3072,3072,3072,256,1,4,p2p-i-la,1,25.407260
3072,3072,3072,256,1,4,p2p-i-la,1,23.078088
3072,3072,3072,256,1,4,p2p-i-la,1,20.185063
3072,3072,3072,256,1,4,p2p-i-la,1,21.667435
3072,3072,3072,256,1,4,p2p-i-la,2,25.539415
3072,3072,3072,256,1,4,p2p-i-la,2,21.049780
3072,3072,3072,256,1,4,p2p-i-la,2,26.431230
3072,3072,3072,256,1,4,p2p-i-la,2,26.389258
3072,3072,3072,256,1,4,p2p-i-la,2,26.140253
3072,3072,3072,256,1,4,p2p-i-la,3,24.396651
3072,3072,3072,256,1,4,p2p-i-la,3,32.622702
3072,3072,3072,256,1,4,p2p-i-la,3,22.594424
3072,3072,3072,256,1,4,p2p-i-la,3,28.717778
3072,3072,3072,256,1,4,p2p-i-la,3,26.258052
3072,3072,3072,256,1,4,p2p-i-la,4,22.633399
3072,3072,3072,256,1,4,p2p-i-la,4,23.405590
3072,3072,3072,256,1,4,p2p-i-la,4,19.836395
3072,3072,3072,256,1,4,p2p-i-la,4,23.327450
3072,3072,3072,256,1,4,p2p-i-la,4,35.692052
3072,3072,3072,256,1,4,p2p-i-la,5,18.761020
3072,3072,3072,256,1,4,p2p-i-la,5,20.608794
3072,3072,3072,256,1,4,p2p-i-la,5,21.812329
3072,3072,3072,256,1,4,p2p-i-la,5,19.527148
3072,3072,3072,256,1,4,p2p-i-la,5,17.844351
3072,3072,3072,256,1,4,p2p-i-la,6,27.400692
3072,3072,3072,256,1,4,p2p-i-la,6,17.605943
3072,3072,3072,256,1,4,p2p-i-la,6,19.047719
3072,3072,3072,256,1,4,p2p-i-la,6,20.793703
3072,3072,3072,256,1,4,p2p-i-la,6,18.996005
3072,3072,3072,256,1,4,p2p-i-la,7,21.288562
3072,3072,3072,256,1,4,p2p-i-la,7,22.584390
3072,3072,3072,256,1,4,p2p-i-la,7,21.917513
3072,3072,3072,256,1,4,p2p-i-la,7,22.260722
3072,3072,3072,256,1,4,p2p-i-la,7,21.211679
3072,3072,3072,256,1,4,p2p-i-la,8,24.371886
3072,3072,3072,256,1,4,p2p-i-la,8,27.554633
3072,3072,3072,256,1,4,p2p-i-la,8,31.950015
3072,3072,3072,256,1,4,p2p-i-la,8,26.901158
3072,3072,3072,256,1,4,p2p-i-la,8,29.000948
3072,3072,3072,256,1,4,p2p-i-la,9,25.041561
3072,3072,3072,256,1,4,p2p-i-la,9,25.962653
3072,3072,3072,256,1,4,p2p-i-la,9,25.638046
3072,3072,3072,256,1,4,p2p-i-la,9,30.273238
3072,3072,3072,256,1,4,p2p-i-la,9,28.810547
3072,3072,3072,256,1,4,p2p-i-la,10,28.052641
3072,3072,3072,256,1,4,p2p-i-la,10,22.910836
3072,3072,3072,256,1,4,p2p-i-la,10,26.926631
3072,3072,3072,256,1,4,p2p-i-la,10,30.064934
3072,3072,3072,256,1,4,p2p-i-la,10,30.900362
3072,3072,3072,256,1,4,p2p-i-la,11,23.684368
3072,3072,3072,256,1,4,p2p-i-la,11,24.648505
3072,3072,3072,256,1,4,p2p-i-la,11,27.505082
3072,3072,3072,256,1,4,p2p-i-la,11,27.363452
3072,3072,3072,256,1,4,p2p-i-la,11,28.687984
3072,3072,3072,256,1,4,p2p-i-la,12,28.418941
3072,3072,3072,256,1,4,p2p-i-la,12,26.640511
3072,3072,3072,256,1,4,p2p-i-la,12,23.870634
3072,3072,3072,256,1,4,p2p-i-la,12,29.033737
3072,3072,3072,256,1,4,p2p-i-la,12,23.550030
2048,2048,2048,512,1,4,p2p,12,24.379952
2048,2048,2048,512,1,4,p2p,12,20.305757
2048,2048,2048,512,1,4,p2p,12,19.784088
2048,2048,2048,512,1,4,p2p,12,22.080902
2048,2048,2048,512,1,4,p2p,12,23.739757
2048,2048,2048,512,1,4,bcast,12,20.602426
2048,2048,2048,512,1,4,bcast,12,36.916661
2048,2048,2048,512,1,4,bcast,12,21.395459
2048,2048,2048,512,1,4,bcast,12,19.444799
2048,2048,2048,512,1,4,bcast,12,17.478400
2048,2048,2048,512,1,4,p2p-i-la,1,20.886389
2048,2048,2048,512,1,4,p2p-i-la,1,28.126971
2048,2048,2048,512,1,4,p2p-i-la,1,18.033466
2048,2048,2048,512,1,4,p2p-i-la,1,21.215137
2048,2048,2048,512,1,4,p2p-i-la,1,19.653070
2048,2048,2048,512,1,4,p2p-i-la,2,22.292584
2048,2048,2048,512,1,4,p2p-i-la,2,22.581855
2048,2048,2048,512,1,4,p2p-i-la,2,18.787332
2048,2048,2048,512,1,4,p2p-i-la,2,26.604109
2048,2048,2048,512,1,4,p2p-i-la,2,21.214823
2048,2048,2048,512,1,4,p2p-i-la,3,21.072613
2048,2048,2048,512,1,4,p2p-i-la,3,20.748258
2048,2048,2048,512,1,4,p2p-i-la,3,23.810861
2048,2048,2048,512,1,4,p2p-i-la,3,26.237139
2048,2048,2048,512,1,4,p2p-i-la,3,21.432214
2048,2048,2048,512,1,4,p2p-i-la,4,21.434246
2048,2048,2048,512,1,4,p2p-i-la,4,27.138379
2048,2048,2048,512,1,4,p2p-i-la,4,28.959928
2048,2048,2048,512,1,4,p2p-i-la,4,34.239419
2048,2048,2048,512,1,4,p2p-i-la,4,38.909858
4096,4096,4096,512,1,4,p2p,4,31.781445
4096,4096,4096,512,1,4,p2p,4,30.185148
4096,4096,4096,512,1,4,p2p,4,30.559178
4096,4096,4096,512,1,4,p2p,4,31.743745
4096,4096,4096,512,1,4,p2p,4,26.561748
4096,4096,4096,512,1,4,bcast,4,27.823785
4096,4096,4096,512,1,4,bcast,4,27.225057
4096,4096,4096,512,1,4,bcast,4,26.128021
4096,4096,4096,512,1,4,bcast,4,31.840811
4096,4096,4096,512,1,4,bcast,4,28.974368
4096,4096,4096,512,1,4,p2p-i-la,1,24.881517
4096,4096,4096,512,1,4,p2p-i-la,1,28.776391
4096,4096,4096,512,1,4,p2p-i-la,1,33.744402
4096,4096,4096,512,1,4,p2p-i-la,1,26.650118
4096,4096,4096,512,1,4,p2p-i-la,1,39.154009
4096,4096,4096,512,1,4,p2p-i-la,2,22.443879
4096,4096,4096,512,1,4,p2p-i-la,2,26.652698
4096,4096,4096,512,1,4,p2p-i-la,2,31.019026
4096,4096,4096,512,1,4,p2p-i-la,2,28.951804
4096,4096,4096,512,1,4,p2p-i-la,2,29.495856
4096,4096,4096,512,1,4,p2p-i-la,3,24.706714
4096,4096,4096,512,1,4,p2p-i-la,3,34.641059
4096,4096,4096,512,1,4,p2p-i-la,3,29.116059
4096,4096,4096,512,1,4,p2p-i-la,3,28.648596
4096,4096,4096,512,1,4,p2p-i-la,3,29.984275
4096,4096,4096,512,1,4,p2p-i-la,4,24.548668
4096,4096,4096,512,1,4,p2p-i-la,4,29.805967
4096,4096,4096,512,1,4,p2p-i-la,4,27.711550
4096,4096,4096,512,1,4,p2p-i-la,4,30.938149
4096,4096,4096,512,1,4,p2p-i-la,4,27.266383
4096,4096,4096,512,1,4,p2p-i-la,5,29.214918
4096,4096,4096,512,1,4,p2p-i-la,5,35.452839
4096,4096,4096,512,1,4,p2p-i-la,5,32.065283
4096,4096,4096,512,1,4,p2p-i-la,5,29.861622
4096,4096,4096,512,1,4,p2p-i-la,5,31.923015
4096,4096,4096,512,1,4,p2p-i-la,6,28.389890
4096,4096,4096,512,1,4,p2p-i-la,6,33.279107
4096,4096,4096,512,1,4,p2p-i-la,6,34.573437
4096,4096,4096,512,1,4,p2p-i-la,6,32.101997
4096,4096,4096,512,1,4,p2p-i-la,6,35.085373
4096,4096,4096,512,1,4,p2p-i-la,7,30.836949
4096,4096,4096,512,1,4,p2p-i-la,7,39.702666
4096,4096,4096,512,1,4,p2p-i-la,7,30.923328
4096,4096,4096,512,1,4,p2p-i-la,7,29.241166
4096,4096,4096,512,1,4,p2p-i-la,7,31.615825
4096,4096,4096,512,1,4,p2p-i-la,8,32.448645
4096,4096,4096,512,1,4,p2p-i-la,8,37.857695
4096,4096,4096,512,1,4,p2p-i-la,8,32.410920
4096,4096,4096,512,1,4,p2p-i-la,8,29.988056
4096,4096,4096,512,1,4,p2p-i-la,8,36.490618
6144,6144,6144,512,1,4,p2p,8,40.152653
6144,6144,6144,512,1,4,p2p,8,41.642420
6144,6144,6144,512,1,4,p2p,8,38.521473
6144,6144,6144,512,1,4,p2p,8,39.202526
6144,6144,6144,512,1,4,p2p,8,37.792198
6144,6144,6144,512,1,4,bcast,8,37.210182
6144,6144,6144,512,1,4,bcast,8,37.789241
6144,6144,6144,512,1,4,bcast,8,40.145037
6144,6144,6144,512,1,4,bcast,8,39.350199
6144,6144,6144,512,1,4,bcast,8,39.595582
6144,6144,6144,512,1,4,p2p-i-la,1,38.730554
6144,6144,6144,512,1,4,p2p-i-la,1,39.824102
6144,6144,6144,512,1,4,p2p-i-la,1,39.201509
6144,6144,6144,512,1,4,p2p-i-la,1,41.448470
6144,6144,6144,512,1,4,p2p-i-la,1,38.552709
6144,6144,6144,512,1,4,p2p-i-la,2,33.698730
6144,6144,6144,512,1,4,p2p-i-la,2,37.053098
6144,6144,6144,512,1,4,p2p-i-la,2,38.069369
6144,6144,6144,512,1,4,p2p-i-la,2,38.732087
6144,6144,6144,512,1,4,p2p-i-la,2,39.106804
6144,6144,6144,512,1,4,p2p-i-la,3,34.944731
6144,6144,6144,512,1,4,p2p-i-la,3,38.410968
6144,6144,6144,512,1,4,p2p-i-la,3,38.483408
6144,6144,6144,512,1,4,p2p-i-la,3,39.799818
6144,6144,6144,512,1,4,p2p-i-la,3,38.679214
6144,6144,6144,512,1,4,p2p-i-la,4,35.681416
6144,6144,6144,512,1,4,p2p-i-la,4,38.785356
6144,6144,6144,512,1,4,p2p-i-la,4,39.321501
6144,6144,6144,512,1,4,p2p-i-la,4,38.889388
6144,6144,6144,512,1,4,p2p-i-la,4,39.236108
6144,6144,6144,512,1,4,p2p-i-la,5,34.930178
6144,6144,6144,512,1,4,p2p-i-la,5,38.470691
6144,6144,6144,512,1,4,p2p-i-la,5,38.471696
6144,6144,6144,512,1,4,p2p-i-la,5,35.675692
6144,6144,6144,512,1,4,p2p-i-la,5,39.769609
6144,6144,6144,512,1,4,p2p-i-la,6,36.868372
6144,6144,6144,512,1,4,p2p-i-la,6,38.111787
6144,6144,6144,512,1,4,p2p-i-la,6,38.535448
6144,6144,6144,512,1,4,p2p-i-la,6,36.799075
6144,6144,6144,512,1,4,p2p-i-la,6,39.162691
6144,6144,6144,512,1,4,p2p-i-la,7,33.796843
6144,6144,6144,512,1,4,p2p-i-la,7,41.648040
6144,6144,6144,512,1,4,p2p-i-la,7,38.784375
6144,6144,6144,512,1,4,p2p-i-la,7,36.200333
6144,6144,6144,512,1,4,p2p-i-la,7,38.873617
6144,6144,6144,512,1,4,p2p-i-la,8,35.073989
6144,6144,6144,512,1,4,p2p-i-la,8,39.065315
6144,6144,6144,512,1,4,p2p-i-la,8,37.338797
6144,6144,6144,512,1,4,p2p-i-la,8,39.523131
6144,6144,6144,512,1,4,p2p-i-la,8,39.006914
6144,6144,6144,512,1,4,p2p-i-la,9,37.672904
6144,6144,6144,512,1,4,p2p-i-la,9,38.524988
6144,6144,6144,512,1,4,p2p-i-la,9,36.949727
6144,6144,6144,512,1,4,p2p-i-la,9,39.502703
6144,6144,6144,512,1,4,p2p-i-la,9,36.536357
6144,6144,6144,512,1,4,p2p-i-la,10,36.598798
6144,6144,6144,512,1,4,p2p-i-la,10,38.651087
6144,6144,6144,512,1,4,p2p-i-la,10,37.630161
6144,6144,6144,512,1,4,p2p-i-la,10,36.901577
6144,6144,6144,512,1,4,p2p-i-la,10,37.638926
6144,6144,6144,512,1,4,p2p-i-la,11,37.118877
6144,6144,6144,512,1,4,p2p-i-la,11,38.637519
6144,6144,6144,512,1,4,p2p-i-la,11,38.580959
6144,6144,6144,512,1,4,p2p-i-la,11,38.692362
6144,6144,6144,512,1,4,p2p-i-la,11,39.409090
6144,6144,6144,512,1,4,p2p-i-la,12,36.608502
6144,6144,6144,512,1,4,p2p-i-la,12,38.820946
6144,6144,6144,512,1,4,p2p-i-la,12,38.228790
6144,6144,6144,512,1,4,p2p-i-la,12,38.855401
6144,6144,6144,512,1,4,p2p-i-la,12,38.273941
512,512,512,128,2,1,p2p,12,5.772681
512,512,512,128,2,1,p2p,12,10.074515
512,512,512,128,2,1,p2p,12,9.369802
512,512,512,128,2,1,p2p,12,10.075649
512,512,512,128,2,1,p2p,12,15.222607
512,512,512,128,2,1,bcast,12,9.061112
512,512,512,128,2,1,bcast,12,18.186684
512,512,512,128,2,1,bcast,12,20.142227
512,512,512,128,2,1,bcast,12,21.561080
512,512,512,128,2,1,bcast,12,12.121171
512,512,512,128,2,1,p2p-i-la,1,9.053472
512,512,512,128,2,1,p2p-i-la,1,21.020788
512,512,512,128,2,1,p2p-i-la,1,21.925628
512,512,512,128,2,1,p2p-i-la,1,20.557164
512,512,512,128,2,1,p2p-i-la,1,20.789612
512,512,512,128,2,1,p2p-i-la,2,7.416779
512,512,512,128,2,1,p2p-i-la,2,9.642425
512,512,512,128,2,1,p2p-i-la,2,8.900085
512,512,512,128,2,1,p2p-i-la,2,10.651355
512,512,512,128,2,1,p2p-i-la,2,17.734901
512,512,512,128,2,1,p2p-i-la,3,7.528901
512,512,512,128,2,1,p2p-i-la,3,9.448625
512,512,512,128,2,1,p2p-i-la,3,9.875123
512,512,512,128,2,1,p2p-i-la,3,10.348322
512,512,512,128,2,1,p2p-i-la,3,14.913082
512,512,512,128,2,1,p2p-i-la,4,9.537928
512,512,512,128,2,1,p2p-i-la,4,12.853026
512,512,512,128,2,1,p2p-i-la,4,18.201482
512,512,512,128,2,1,p2p-i-la,4,12.708207
512,512,512,128,2,1,p2p-i-la,4,14.780060
1024,1024,1024,128,2,1,p2p,4,11.595484
1024,1024,1024,128,2,1,p2p,4,14.763904
1024,1024,1024,128,2,1,p2p,4,18.380483
1024,1024,1024,128,2,1,p2p,4,10.872069
1024,1024,1024,128,2,1,p2p,4,20.895203
1024,1024,1024,128,2,1,bcast,4,11.648949
1024,1024,1024,128,2,1,bcast,4,14.950769
1024,1024,1024,128,2,1,bcast,4,9.382287
1024,1024,1024,128,2,1,bcast,4,15.546831
1024,1024,1024,128,2,1,bcast,4,19.740441
1024,1024,1024,128,2,1,p2p-i-la,1,9.912363
1024,1024,1024,128,2,1,p2p-i-la,1,15.866151
1024,1024,1024,128,2,1,p2p-i-la,1,10.280354
1024,1024,1024,128,2,1,p2p-i-la,1,19.639524
1024,1024,1024,128,2,1,p2p-i-la,1,13.994953
1024,1024,1024,128,2,1,p2p-i-la,2,8.091986
