m,n,k,b,p,q,algo,lookahead,gflops
1024,1024,1024,128,2,1,p2p-i-la,2,10.261343
1024,1024,1024,128,2,1,p2p-i-la,2,8.311370
1024,1024,1024,128,2,1,p2p-i-la,2,12.426273
1024,1024,1024,128,2,1,p2p-i-la,2,19.869390
1024,1024,1024,128,2,1,p2p-i-la,3,11.869600
1024,1024,1024,128,2,1,p2p-i-la,3,16.996578
1024,1024,1024,128,2,1,p2p-i-la,3,13.910284
1024,1024,1024,128,2,1,p2p-i-la,3,9.591562
1024,1024,1024,128,2,1,p2p-i-la,3,15.507424
1024,1024,1024,128,2,1,p2p-i-la,4,11.803187
1024,1024,1024,128,2,1,p2p-i-la,4,17.047987
1024,1024,1024,128,2,1,p2p-i-la,4,12.876841
1024,1024,1024,128,2,1,p2p-i-la,4,16.594674
1024,1024,1024,128,2,1,p2p-i-la,4,10.701728
1024,1024,1024,128,2,1,p2p-i-la,5,12.254529
1024,1024,1024,128,2,1,p2p-i-la,5,19.522223
1024,1024,1024,128,2,1,p2p-i-la,5,22.081867
1024,1024,1024,128,2,1,p2p-i-la,5,21.317301
1024,1024,1024,128,2,1,p2p-i-la,5,21.192134
1024,1024,1024,128,2,1,p2p-i-la,6,13.586509
1024,1024,1024,128,2,1,p2p-i-la,6,17.603768
1024,1024,1024,128,2,1,p2p-i-la,6,17.833280
1024,1024,1024,128,2,1,p2p-i-la,6,17.634704
1024,1024,1024,128,2,1,p2p-i-la,6,20.063753
1024,1024,1024,128,2,1,p2p-i-la,7,12.483918
1024,1024,1024,128,2,1,p2p-i-la,7,13.052628
1024,1024,1024,128,2,1,p2p-i-la,7,19.923586
1024,1024,1024,128,2,1,p2p-i-la,7,22.274491
1024,1024,1024,128,2,1,p2p-i-la,7,20.998383
1024,1024,1024,128,2,1,p2p-i-la,8,16.349448
1024,1024,1024,128,2,1,p2p-i-la,8,14.599793
1024,1024,1024,128,2,1,p2p-i-la,8,15.194065
1024,1024,1024,128,2,1,p2p-i-la,8,11.391821
1024,1024,1024,128,2,1,p2p-i-la,8,17.069396
1536,1536,1536,128,2,1,p2p,8,15.284662
1536,1536,1536,128,2,1,p2p,8,20.371401
1536,1536,1536,128,2,1,p2p,8,21.412913
1536,1536,1536,128,2,1,p2p,8,19.825800
1536,1536,1536,128,2,1,p2p,8,19.370485
1536,1536,1536,128,2,1,bcast,8,14.074436
1536,1536,1536,128,2,1,bcast,8,21.616448
1536,1536,1536,128,2,1,bcast,8,22.621247
1536,1536,1536,128,2,1,bcast,8,21.616448
1536,1536,1536,128,2,1,bcast,8,20.191046
1536,1536,1536,128,2,1,p2p-i-la,1,18.377133
1536,1536,1536,128,2,1,p2p-i-la,1,19.688733
1536,1536,1536,128,2,1,p2p-i-la,1,19.312418
1536,1536,1536,128,2,1,p2p-i-la,1,18.041723
1536,1536,1536,128,2,1,p2p-i-la,1,19.691835
1536,1536,1536,128,2,1,p2p-i-la,2,13.291321
1536,1536,1536,128,2,1,p2p-i-la,2,19.805754
1536,1536,1536,128,2,1,p2p-i-la,2,21.863785
1536,1536,1536,128,2,1,p2p-i-la,2,22.463149
1536,1536,1536,128,2,1,p2p-i-la,2,21.483111
1536,1536,1536,128,2,1,p2p-i-la,3,13.278975
1536,1536,1536,128,2,1,p2p-i-la,3,14.758751
1536,1536,1536,128,2,1,p2p-i-la,3,18.305654
1536,1536,1536,128,2,1,p2p-i-la,3,21.378807
1536,1536,1536,128,2,1,p2p-i-la,3,16.367276
1536,1536,1536,128,2,1,p2p-i-la,4,11.487510
1536,1536,1536,128,2,1,p2p-i-la,4,21.400206
1536,1536,1536,128,2,1,p2p-i-la,4,16.864584
1536,1536,1536,128,2,1,p2p-i-la,4,22.372867
1536,1536,1536,128,2,1,p2p-i-la,4,21.500383
1536,1536,1536,128,2,1,p2p-i-la,5,19.018593
1536,1536,1536,128,2,1,p2p-i-la,5,16.246424
1536,1536,1536,128,2,1,p2p-i-la,5,20.715869
1536,1536,1536,128,2,1,p2p-i-la,5,20.786511
1536,1536,1536,128,2,1,p2p-i-la,5,22.736279
1536,1536,1536,128,2,1,p2p-i-la,6,11.729299
1536,1536,1536,128,2,1,p2p-i-la,6,18.584803
1536,1536,1536,128,2,1,p2p-i-la,6,14.611030
1536,1536,1536,128,2,1,p2p-i-la,6,22.152946
1536,1536,1536,128,2,1,p2p-i-la,6,21.731559
1536,1536,1536,128,2,1,p2p-i-la,7,13.665139
1536,1536,1536,128,2,1,p2p-i-la,7,20.194815
1536,1536,1536,128,2,1,p2p-i-la,7,18.691734
1536,1536,1536,128,2,1,p2p-i-la,7,22.202215
1536,1536,1536,128,2,1,p2p-i-la,7,20.912522
1536,1536,1536,128,2,1,p2p-i-la,8,13.239292
1536,1536,1536,128,2,1,p2p-i-la,8,19.736289
1536,1536,1536,128,2,1,p2p-i-la,8,21.863984
1536,1536,1536,128,2,1,p2p-i-la,8,20.402596
1536,1536,1536,128,2,1,p2p-i-la,8,21.158864
1536,1536,1536,128,2,1,p2p-i-la,9,14.185838
1536,1536,1536,128,2,1,p2p-i-la,9,17.868739
1536,1536,1536,128,2,1,p2p-i-la,9,20.923449
1536,1536,1536,128,2,1,p2p-i-la,9,22.018480
1536,1536,1536,128,2,1,p2p-i-la,9,15.854291
1536,1536,1536,128,2,1,p2p-i-la,10,12.691650
1536,1536,1536,128,2,1,p2p-i-la,10,14.800977
1536,1536,1536,128,2,1,p2p-i-la,10,15.230669
1536,1536,1536,128,2,1,p2p-i-la,10,19.456179
1536,1536,1536,128,2,1,p2p-i-la,10,16.710182
1536,1536,1536,128,2,1,p2p-i-la,11,18.540399
1536,1536,1536,128,2,1,p2p-i-la,11,21.848823
1536,1536,1536,128,2,1,p2p-i-la,11,18.306948
1536,1536,1536,128,2,1,p2p-i-la,11,22.611579
1536,1536,1536,128,2,1,p2p-i-la,11,13.890607
1536,1536,1536,128,2,1,p2p-i-la,12,11.303304
1536,1536,1536,128,2,1,p2p-i-la,12,14.644715
1536,1536,1536,128,2,1,p2p-i-la,12,17.607242
1536,1536,1536,128,2,1,p2p-i-la,12,16.072874
1536,1536,1536,128,2,1,p2p-i-la,12,20.153261
1024,1024,1024,256,2,1,p2p,12,22.844842
1024,1024,1024,256,2,1,p2p,12,17.884073
1024,1024,1024,256,2,1,p2p,12,16.978840
1024,1024,1024,256,2,1,p2p,12,19.904196
1024,1024,1024,256,2,1,p2p,12,20.064316
1024,1024,1024,256,2,1,bcast,12,19.491215
1024,1024,1024,256,2,1,bcast,12,22.430839
1024,1024,1024,256,2,1,bcast,12,28.456307
1024,1024,1024,256,2,1,bcast,12,16.550423
1024,1024,1024,256,2,1,bcast,12,26.892287
1024,1024,1024,256,2,1,p2p-i-la,1,22.212743
1024,1024,1024,256,2,1,p2p-i-la,1,20.062629
1024,1024,1024,256,2,1,p2p-i-la,1,23.925261
1024,1024,1024,256,2,1,p2p-i-la,1,17.608964
1024,1024,1024,256,2,1,p2p-i-la,1,21.806736
1024,1024,1024,256,2,1,p2p-i-la,2,17.981108
1024,1024,1024,256,2,1,p2p-i-la,2,29.817878
1024,1024,1024,256,2,1,p2p-i-la,2,22.803844
1024,1024,1024,256,2,1,p2p-i-la,2,13.472041
1024,1024,1024,256,2,1,p2p-i-la,2,25.057275
1024,1024,1024,256,2,1,p2p-i-la,3,18.188532
1024,1024,1024,256,2,1,p2p-i-la,3,20.242856
1024,1024,1024,256,2,1,p2p-i-la,3,16.096750
1024,1024,1024,256,2,1,p2p-i-la,3,20.336982
1024,1024,1024,256,2,1,p2p-i-la,3,24.493684
1024,1024,1024,256,2,1,p2p-i-la,4,19.496878
1024,1024,1024,256,2,1,p2p-i-la,4,18.156699
1024,1024,1024,256,2,1,p2p-i-la,4,17.127390
1024,1024,1024,256,2,1,p2p-i-la,4,28.178502
1024,1024,1024,256,2,1,p2p-i-la,4,26.458247
2048,2048,2048,256,2,1,p2p,4,18.235989
2048,2048,2048,256,2,1,p2p,4,28.167875
2048,2048,2048,256,2,1,p2p,4,21.838586
2048,2048,2048,256,2,1,p2p,4,24.579328
2048,2048,2048,256,2,1,p2p,4,22.808415
2048,2048,2048,256,2,1,bcast,4,18.101279
2048,2048,2048,256,2,1,bcast,4,21.977742
2048,2048,2048,256,2,1,bcast,4,19.347462
2048,2048,2048,256,2,1,bcast,4,20.794593
2048,2048,2048,256,2,1,bcast,4,30.520829
2048,2048,2048,256,2,1,p2p-i-la,1,19.195019
2048,2048,2048,256,2,1,p2p-i-la,1,22.585982
2048,2048,2048,256,2,1,p2p-i-la,1,23.318293
2048,2048,2048,256,2,1,p2p-i-la,1,20.491183
2048,2048,2048,256,2,1,p2p-i-la,1,15.879658
2048,2048,2048,256,2,1,p2p-i-la,2,19.661460
2048,2048,2048,256,2,1,p2p-i-la,2,19.711812
2048,2048,2048,256,2,1,p2p-i-la,2,22.794858
2048,2048,2048,256,2,1,p2p-i-la,2,22.543955
2048,2048,2048,256,2,1,p2p-i-la,2,33.266339
2048,2048,2048,256,2,1,p2p-i-la,3,20.785738
2048,2048,2048,256,2,1,p2p-i-la,3,35.533702
2048,2048,2048,256,2,1,p2p-i-la,3,26.381581
2048,2048,2048,256,2,1,p2p-i-la,3,23.840996
2048,2048,2048,256,2,1,p2p-i-la,3,20.674550
2048,2048,2048,256,2,1,p2p-i-la,4,18.271403
2048,2048,2048,256,2,1,p2p-i-la,4,22.927341
2048,2048,2048,256,2,1,p2p-i-la,4,35.406277
2048,2048,2048,256,2,1,p2p-i-la,4,30.642005
2048,2048,2048,256,2,1,p2p-i-la,4,21.520217
2048,2048,2048,256,2,1,p2p-i-la,5,17.589403
2048,2048,2048,256,2,1,p2p-i-la,5,19.283767
2048,2048,2048,256,2,1,p2p-i-la,5,17.735029
2048,2048,2048,256,2,1,p2p-i-la,5,18.808394
2048,2048,2048,256,2,1,p2p-i-la,5,33.163019
2048,2048,2048,256,2,1,p2p-i-la,6,16.135939
2048,2048,2048,256,2,1,p2p-i-la,6,22.374836
2048,2048,2048,256,2,1,p2p-i-la,6,14.031346
2048,2048,2048,256,2,1,p2p-i-la,6,19.458233
2048,2048,2048,256,2,1,p2p-i-la,6,16.033041
2048,2048,2048,256,2,1,p2p-i-la,7,18.433257
2048,2048,2048,256,2,1,p2p-i-la,7,32.366725
2048,2048,2048,256,2,1,p2p-i-la,7,23.027864
2048,2048,2048,256,2,1,p2p-i-la,7,17.808288
2048,2048,2048,256,2,1,p2p-i-la,7,17.456148
2048,2048,2048,256,2,1,p2p-i-la,8,16.165804
2048,2048,2048,256,2,1,p2p-i-la,8,24.634662
2048,2048,2048,256,2,1,p2p-i-la,8,33.769448
2048,2048,2048,256,2,1,p2p-i-la,8,25.350331
2048,2048,2048,256,2,1,p2p-i-la,8,29.563530
3072,3072,3072,256,2,1,p2p,8,26.372875
3072,3072,3072,256,2,1,p2p,8,23.868395
3072,3072,3072,256,2,1,p2p,8,22.079640
3072,3072,3072,256,2,1,p2p,8,27.962444
3072,3072,3072,256,2,1,p2p,8,28.528187
3072,3072,3072,256,2,1,bcast,8,22.376199
3072,3072,3072,256,2,1,bcast,8,25.655970
3072,3072,3072,256,2,1,bcast,8,36.080304
3072,3072,3072,256,2,1,bcast,8,33.654949
3072,3072,3072,256,2,1,bcast,8,28.067036
3072,3072,3072,256,2,1,p2p-i-la,1,21.717868
3072,3072,3072,256,2,1,p2p-i-la,1,36.004799
3072,3072,3072,256,2,1,p2p-i-la,1,37.426856
3072,3072,3072,256,2,1,p2p-i-la,1,26.482101
3072,3072,3072,256,2,1,p2p-i-la,1,26.216865
3072,3072,3072,256,2,1,p2p-i-la,2,18.447804
3072,3072,3072,256,2,1,p2p-i-la,2,37.071554
3072,3072,3072,256,2,1,p2p-i-la,2,29.657553
3072,3072,3072,256,2,1,p2p-i-la,2,25.748598
3072,3072,3072,256,2,1,p2p-i-la,2,33.394072
3072,3072,3072,256,2,1,p2p-i-la,3,24.757888
3072,3072,3072,256,2,1,p2p-i-la,3,24.925131
3072,3072,3072,256,2,1,p2p-i-la,3,29.218215
3072,3072,3072,256,2,1,p2p-i-la,3,24.670907
3072,3072,3072,256,2,1,p2p-i-la,3,36.141341
3072,3072,3072,256,2,1,p2p-i-la,4,23.277966
3072,3072,3072,256,2,1,p2p-i-la,4,30.914729
3072,3072,3072,256,2,1,p2p-i-la,4,33.159948
3072,3072,3072,256,2,1,p2p-i-la,4,23.079595
3072,3072,3072,256,2,1,p2p-i-la,4,31.708998
3072,3072,3072,256,2,1,p2p-i-la,5,20.177267
3072,3072,3072,256,2,1,p2p-i-la,5,21.734068
3072,3072,3072,256,2,1,p2p-i-la,5,24.788860
3072,3072,3072,256,2,1,p2p-i-la,5,19.709949
3072,3072,3072,256,2,1,p2p-i-la,5,27.621644
3072,3072,3072,256,2,1,p2p-i-la,6,22.460198
3072,3072,3072,256,2,1,p2p-i-la,6,28.911205
3072,3072,3072,256,2,1,p2p-i-la,6,36.683691
3072,3072,3072,256,2,1,p2p-i-la,6,29.452162
3072,3072,3072,256,2,1,p2p-i-la,6,24.734221
3072,3072,3072,256,2,1,p2p-i-la,7,26.472442
3072,3072,3072,256,2,1,p2p-i-la,7,26.748143
3072,3072,3072,256,2,1,p2p-i-la,7,25.017036
3072,3072,3072,256,2,1,p2p-i-la,7,24.958723
3072,3072,3072,256,2,1,p2p-i-la,7,31.289155
3072,3072,3072,256,2,1,p2p-i-la,8,19.504538
3072,3072,3072,256,2,1,p2p-i-la,8,28.274303
3072,3072,3072,256,2,1,p2p-i-la,8,23.801827
3072,3072,3072,256,2,1,p2p-i-la,8,29.817127
3072,3072,3072,256,2,1,p2p-i-la,8,31.331356
3072,3072,3072,256,2,1,p2p-i-la,9,25.593934
3072,3072,3072,256,2,1,p2p-i-la,9,36.559044
3072,3072,3072,256,2,1,p2p-i-la,9,30.512489
3072,3072,3072,256,2,1,p2p-i-la,9,36.412635
3072,3072,3072,256,2,1,p2p-i-la,9,27.778684
3072,3072,3072,256,2,1,p2p-i-la,10,24.440831
3072,3072,3072,256,2,1,p2p-i-la,10,23.082141
3072,3072,3072,256,2,1,p2p-i-la,10,31.852358
3072,3072,3072,256,2,1,p2p-i-la,10,18.710812
3072,3072,3072,256,2,1,p2p-i-la,10,27.138096
3072,3072,3072,256,2,1,p2p-i-la,11,19.850650
3072,3072,3072,256,2,1,p2p-i-la,11,36.818354
3072,3072,3072,256,2,1,p2p-i-la,11,24.697209
3072,3072,3072,256,2,1,p2p-i-la,11,24.585117
3072,3072,3072,256,2,1,p2p-i-la,11,24.555475
3072,3072,3072,256,2,1,p2p-i-la,12,21.392830
3072,3072,3072,256,2,1,p2p-i-la,12,23.758776
3072,3072,3072,256,2,1,p2p-i-la,12,31.022524
3072,3072,3072,256,2,1,p2p-i-la,12,23.086551
3072,3072,3072,256,2,1,p2p-i-la,12,22.013858
2048,2048,2048,512,2,1,p2p,12,20.610756
2048,2048,2048,512,2,1,p2p,12,23.151185
2048,2048,2048,512,2,1,p2p,12,20.057054
2048,2048,2048,512,2,1,p2p,12,20.273409
2048,2048,2048,512,2,1,p2p,12,20.142203
2048,2048,2048,512,2,1,bcast,12,20.381110
2048,2048,2048,512,2,1,bcast,12,20.741445
2048,2048,2048,512,2,1,bcast,12,20.250062
2048,2048,2048,512,2,1,bcast,12,22.041892
2048,2048,2048,512,2,1,bcast,12,25.914002
2048,2048,2048,512,2,1,p2p-i-la,1,21.146536
2048,2048,2048,512,2,1,p2p-i-la,1,18.539360
2048,2048,2048,512,2,1,p2p-i-la,1,16.990258
2048,2048,2048,512,2,1,p2p-i-la,1,18.860924
2048,2048,2048,512,2,1,p2p-i-la,1,22.825235
2048,2048,2048,512,2,1,p2p-i-la,2,19.934290
2048,2048,2048,512,2,1,p2p-i-la,2,21.043472
2048,2048,2048,512,2,1,p2p-i-la,2,19.268756
2048,2048,2048,512,2,1,p2p-i-la,2,22.735671
2048,2048,2048,512,2,1,p2p-i-la,2,31.781084
2048,2048,2048,512,2,1,p2p-i-la,3,17.727599
2048,2048,2048,512,2,1,p2p-i-la,3,17.261603
2048,2048,2048,512,2,1,p2p-i-la,3,20.578021
2048,2048,2048,512,2,1,p2p-i-la,3,19.864864
2048,2048,2048,512,2,1,p2p-i-la,3,19.707516
2048,2048,2048,512,2,1,p2p-i-la,4,19.576191
2048,2048,2048,512,2,1,p2p-i-la,4,18.981267
2048,2048,2048,512,2,1,p2p-i-la,4,20.682839
2048,2048,2048,512,2,1,p2p-i-la,4,26.875459
2048,2048,2048,512,2,1,p2p-i-la,4,22.390116
4096,4096,4096,512,2,1,p2p,4,30.359703
4096,4096,4096,512,2,1,p2p,4,34.884604
4096,4096,4096,512,2,1,p2p,4,33.452639
4096,4096,4096,512,2,1,p2p,4,33.444138
4096,4096,4096,512,2,1,p2p,4,33.138072
4096,4096,4096,512,2,1,bcast,4,32.408482
4096,4096,4096,512,2,1,bcast,4,36.744207
4096,4096,4096,512,2,1,bcast,4,32.319732
4096,4096,4096,512,2,1,bcast,4,36.624536
4096,4096,4096,512,2,1,bcast,4,36.185001
4096,4096,4096,512,2,1,p2p-i-la,1,34.494656
4096,4096,4096,512,2,1,p2p-i-la,1,34.568811
4096,4096,4096,512,2,1,p2p-i-la,1,35.540841
4096,4096,4096,512,2,1,p2p-i-la,1,36.930102
4096,4096,4096,512,2,1,p2p-i-la,1,37.184294
4096,4096,4096,512,2,1,p2p-i-la,2,31.810154
4096,4096,4096,512,2,1,p2p-i-la,2,34.253730
4096,4096,4096,512,2,1,p2p-i-la,2,37.835183
4096,4096,4096,512,2,1,p2p-i-la,2,32.350886
4096,4096,4096,512,2,1,p2p-i-la,2,36.671168
4096,4096,4096,512,2,1,p2p-i-la,3,31.264718
4096,4096,4096,512,2,1,p2p-i-la,3,34.481372
4096,4096,4096,512,2,1,p2p-i-la,3,34.973033
4096,4096,4096,512,2,1,p2p-i-la,3,35.877276
4096,4096,4096,512,2,1,p2p-i-la,3,34.350386
4096,4096,4096,512,2,1,p2p-i-la,4,28.705106
4096,4096,4096,512,2,1,p2p-i-la,4,32.798606
4096,4096,4096,512,2,1,p2p-i-la,4,33.462767
4096,4096,4096,512,2,1,p2p-i-la,4,33.433807
4096,4096,4096,512,2,1,p2p-i-la,4,33.326736
4096,4096,4096,512,2,1,p2p-i-la,5,31.428799
4096,4096,4096,512,2,1,p2p-i-la,5,38.751767
4096,4096,4096,512,2,1,p2p-i-la,5,37.598666
4096,4096,4096,512,2,1,p2p-i-la,5,34.445939
4096,4096,4096,512,2,1,p2p-i-la,5,34.757873
4096,4096,4096,512,2,1,p2p-i-la,6,29.771498
4096,4096,4096,512,2,1,p2p-i-la,6,30.126670
4096,4096,4096,512,2,1,p2p-i-la,6,34.221792
4096,4096,4096,512,2,1,p2p-i-la,6,37.513397
4096,4096,4096,512,2,1,p2p-i-la,6,33.839381
4096,4096,4096,512,2,1,p2p-i-la,7,30.595551
4096,4096,4096,512,2,1,p2p-i-la,7,35.839655
4096,4096,4096,512,2,1,p2p-i-la,7,35.985697
4096,4096,4096,512,2,1,p2p-i-la,7,32.649260
4096,4096,4096,512,2,1,p2p-i-la,7,33.123033
4096,4096,4096,512,2,1,p2p-i-la,8,31.189220
4096,4096,4096,512,2,1,p2p-i-la,8,31.924036
4096,4096,4096,512,2,1,p2p-i-la,8,29.835005
4096,4096,4096,512,2,1,p2p-i-la,8,30.941450
4096,4096,4096,512,2,1,p2p-i-la,8,32.703371
6144,6144,6144,512,2,1,p2p,8,39.866111
6144,6144,6144,512,2,1,p2p,8,39.721904
6144,6144,6144,512,2,1,p2p,8,39.329189
6144,6144,6144,512,2,1,p2p,8,39.998299
6144,6144,6144,512,2,1,p2p,8,39.608425
6144,6144,6144,512,2,1,bcast,8,37.407985
6144,6144,6144,512,2,1,bcast,8,41.986400
6144,6144,6144,512,2,1,bcast,8,42.563320
6144,6144,6144,512,2,1,bcast,8,41.547648
6144,6144,6144,512,2,1,bcast,8,43.011444
6144,6144,6144,512,2,1,p2p-i-la,1,40.886020
6144,6144,6144,512,2,1,p2p-i-la,1,42.531330
6144,6144,6144,512,2,1,p2p-i-la,1,43.266974
6144,6144,6144,512,2,1,p2p-i-la,1,41.172903
6144,6144,6144,512,2,1,p2p-i-la,1,41.219121
6144,6144,6144,512,2,1,p2p-i-la,2,37.129500
6144,6144,6144,512,2,1,p2p-i-la,2,38.397726
6144,6144,6144,512,2,1,p2p-i-la,2,41.710127
6144,6144,6144,512,2,1,p2p-i-la,2,42.024389
6144,6144,6144,512,2,1,p2p-i-la,2,39.875017
6144,6144,6144,512,2,1,p2p-i-la,3,36.914149
6144,6144,6144,512,2,1,p2p-i-la,3,37.775488
6144,6144,6144,512,2,1,p2p-i-la,3,38.524539
6144,6144,6144,512,2,1,p2p-i-la,3,40.362333
6144,6144,6144,512,2,1,p2p-i-la,3,42.180977
6144,6144,6144,512,2,1,p2p-i-la,4,38.003133
6144,6144,6144,512,2,1,p2p-i-la,4,39.970633
6144,6144,6144,512,2,1,p2p-i-la,4,40.120374
6144,6144,6144,512,2,1,p2p-i-la,4,41.276554
6144,6144,6144,512,2,1,p2p-i-la,4,41.647102
6144,6144,6144,512,2,1,p2p-i-la,5,37.662499
6144,6144,6144,512,2,1,p2p-i-la,5,40.569528
6144,6144,6144,512,2,1,p2p-i-la,5,40.029252
6144,6144,6144,512,2,1,p2p-i-la,5,39.696562
6144,6144,6144,512,2,1,p2p-i-la,5,40.377720
6144,6144,6144,512,2,1,p2p-i-la,6,38.403153
6144,6144,6144,512,2,1,p2p-i-la,6,36.147092
6144,6144,6144,512,2,1,p2p-i-la,6,42.126612
6144,6144,6144,512,2,1,p2p-i-la,6,40.699601
6144,6144,6144,512,2,1,p2p-i-la,6,41.811950
6144,6144,6144,512,2,1,p2p-i-la,7,38.602546
6144,6144,6144,512,2,1,p2p-i-la,7,42.985352
6144,6144,6144,512,2,1,p2p-i-la,7,41.042722
6144,6144,6144,512,2,1,p2p-i-la,7,37.801218
6144,6144,6144,512,2,1,p2p-i-la,7,41.137001
6144,6144,6144,512,2,1,p2p-i-la,8,35.812513
6144,6144,6144,512,2,1,p2p-i-la,8,38.384772
6144,6144,6144,512,2,1,p2p-i-la,8,38.171649
6144,6144,6144,512,2,1,p2p-i-la,8,40.563695
6144,6144,6144,512,2,1,p2p-i-la,8,41.247228
6144,6144,6144,512,2,1,p2p-i-la,9,39.016993
6144,6144,6144,512,2,1,p2p-i-la,9,42.112591
6144,6144,6144,512,2,1,p2p-i-la,9,41.041437
6144,6144,6144,512,2,1,p2p-i-la,9,41.458472
6144,6144,6144,512,2,1,p2p-i-la,9,40.408027
6144,6144,6144,512,2,1,p2p-i-la,10,39.076786
6144,6144,6144,512,2,1,p2p-i-la,10,40.991025
6144,6144,6144,512,2,1,p2p-i-la,10,40.183483
6144,6144,6144,512,2,1,p2p-i-la,10,37.696872
6144,6144,6144,512,2,1,p2p-i-la,10,36.606262
6144,6144,6144,512,2,1,p2p-i-la,11,36.281778
6144,6144,6144,512,2,1,p2p-i-la,11,36.122893
6144,6144,6144,512,2,1,p2p-i-la,11,37.216235
6144,6144,6144,512,2,1,p2p-i-la,11,37.843614
6144,6144,6144,512,2,1,p2p-i-la,11,36.542836
6144,6144,6144,512,2,1,p2p-i-la,12,37.255556
6144,6144,6144,512,2,1,p2p-i-la,12,38.647506
6144,6144,6144,512,2,1,p2p-i-la,12,41.197412
6144,6144,6144,512,2,1,p2p-i-la,12,38.758241
6144,6144,6144,512,2,1,p2p-i-la,12,37.516611
512,512,512,128,2,2,p2p,12,6.540028
512,512,512,128,2,2,p2p,12,9.464283
512,512,512,128,2,2,p2p,12,15.831296
512,512,512,128,2,2,p2p,12,16.406029
512,512,512,128,2,2,p2p,12,10.793111
512,512,512,128,2,2,bcast,12,9.301942
512,512,512,128,2,2,bcast,12,11.131934
512,512,512,128,2,2,bcast,12,11.144412
512,512,512,128,2,2,bcast,12,11.624608
512,512,512,128,2,2,bcast,12,15.729254
512,512,512,128,2,2,p2p-i-la,1,7.300195
512,512,512,128,2,2,p2p-i-la,1,9.385199
512,512,512,128,2,2,p2p-i-la,1,9.493067
512,512,512,128,2,2,p2p-i-la,1,14.449104
512,512,512,128,2,2,p2p-i-la,1,18.895922
512,512,512,128,2,2,p2p-i-la,2,6.516056
512,512,512,128,2,2,p2p-i-la,2,9.619963
512,512,512,128,2,2,p2p-i-la,2,16.991736
512,512,512,128,2,2,p2p-i-la,2,18.174370
512,512,512,128,2,2,p2p-i-la,2,15.968796
512,512,512,128,2,2,p2p-i-la,3,5.103239
512,512,512,128,2,2,p2p-i-la,3,13.021997
512,512,512,128,2,2,p2p-i-la,3,18.528123
512,512,512,128,2,2,p2p-i-la,3,19.926914
512,512,512,128,2,2,p2p-i-la,3,17.605788
512,512,512,128,2,2,p2p-i-la,4,6.750376
512,512,512,128,2,2,p2p-i-la,4,9.754196
512,512,512,128,2,2,p2p-i-la,4,14.156495
512,512,512,128,2,2,p2p-i-la,4,19.569545
512,512,512,128,2,2,p2p-i-la,4,21.052110
1024,1024,1024,128,2,2,p2p,4,13.616920
1024,1024,1024,128,2,2,p2p,4,17.847954
1024,1024,1024,128,2,2,p2p,4,14.467014
1024,1024,1024,128,2,2,p2p,4,20.424409
1024,1024,1024,128,2,2,p2p,4,15.912825
1024,1024,1024,128,2,2,bcast,4,8.505964
1024,1024,1024,128,2,2,bcast,4,18.816284
1024,1024,1024,128,2,2,bcast,4,17.195827
1024,1024,1024,128,2,2,bcast,4,19.497232
1024,1024,1024,128,2,2,bcast,4,18.300754
1024,1024,1024,128,2,2,p2p-i-la,1,10.074042
1024,1024,1024,128,2,2,p2p-i-la,1,17.412218
1024,1024,1024,128,2,2,p2p-i-la,1,12.153068
1024,1024,1024,128,2,2,p2p-i-la,1,18.507844
1024,1024,1024,128,2,2,p2p-i-la,1,16.091445
1024,1024,1024,128,2,2,p2p-i-la,2,10.703862
1024,1024,1024,128,2,2,p2p-i-la,2,14.092487
1024,1024,1024,128,2,2,p2p-i-la,2,11.672756
1024,1024,1024,128,2,2,p2p-i-la,2,16.471465
1024,1024,1024,128,2,2,p2p-i-la,2,17.856413
1024,1024,1024,128,2,2,p2p-i-la,3,10.725835
1024,1024,1024,128,2,2,p2p-i-la,3,16.910119
1024,1024,1024,128,2,2,p2p-i-la,3,11.466578
1024,1024,1024,128,2,2,p2p-i-la,3,19.739172
1024,1024,1024,128,2,2,p2p-i-la,3,20.640149
1024,1024,1024,128,2,2,p2p-i-la,4,9.957451
1024,1024,1024,128,2,2,p2p-i-la,4,16.644450
1024,1024,1024,128,2,2,p2p-i-la,4,17.572509
1024,1024,1024,128,2,2,p2p-i-la,4,18.345781
1024,1024,1024,128,2,2,p2p-i-la,4,18.783861
1024,1024,1024,128,2,2,p2p-i-la,5,11.904077
1024,1024,1024,128,2,2,p2p-i-la,5,14.875068
1024,1024,1024,128,2,2,p2p-i-la,5,16.929316
1024,1024,1024,128,2,2,p2p-i-la,5,12.279404
1024,1024,1024,128,2,2,p2p-i-la,5,18.594542
1024,1024,1024,128,2,2,p2p-i-la,6,9.571171
1024,1024,1024,128,2,2,p2p-i-la,6,16.678190
1024,1024,1024,128,2,2,p2p-i-la,6,18.164072
1024,1024,1024,128,2,2,p2p-i-la,6,11.768453
1024,1024,1024,128,2,2,p2p-i-la,6,20.173637
1024,1024,1024,128,2,2,p2p-i-la,7,11.187607
1024,1024,1024,128,2,2,p2p-i-la,7,14.082599
1024,1024,1024,128,2,2,p2p-i-la,7,17.433137
1024,1024,1024,128,2,2,p2p-i-la,7,14.082044
1024,1024,1024,128,2,2,p2p-i-la,7,13.511626
1024,1024,1024,128,2,2,p2p-i-la,8,11.791068
